Europawahl 2014 - Stimmen;;;;;;;Stand:;41785,6680579051;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr.;Name;Wahlbe-;abgegeb.;Wahlbet.;ungültige;;gültige;;ÖVP;;SPÖ;;leer;;FPÖ;;GRÜNE;;BZÖ;;NEOS;;REKOS;;ANDERS;;EUSTOP;;WANDL;;erste Eingabe;;letzte Eingabe;
;;rechtigte;Stimmen;in %;Stimmen;in %;Stimmen;in %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Stimmen;Ant. %;Datum;Zeit;Datum;Zeit
41521;Wolfern                       ;2.486; 	1.260 ; 	50,68 ; 	50 ; 	3,97 ; 	1.210 ; 	96,03 ; 	416 ; 	34,38 ; 	289 ; 	23,88 ; 	0 ; 	0 ; 	225 ; 	18,60 ; 	116 ; 	9,59 ; 	13 ; 	1,07 ; 	91 ; 	7,52 ; 	16 ; 	1,32 ; 	22 ; 	1,82 ; 	22 ; 	1,82 ; 	0 ; 	0 ;41784,6276979167;41784,6276979167;41784,6276979167;41784,6276979167
41522;Weyer  ;3.471; 	1.562 ; 	45,00 ; 	61 ; 	3,91 ; 	1.501 ; 	96,09 ; 	333 ; 	22,19 ; 	475 ; 	31,65 ; 	0 ; 	0 ; 	286 ; 	19,05 ; 	189 ; 	12,59 ; 	14 ; 	0,93 ; 	102 ; 	6,80 ; 	40 ; 	2,66 ; 	20 ; 	1,33 ; 	42 ; 	2,80 ; 	0 ; 	0 ;41784,6355895833;41784,6355895833;41784,652146956;41784,652146956
41599;Wahlkarten Steyr-Land                    ;0; 	2.942 ; 	0 ; 	182 ; 	6,19 ; 	2.760 ; 	93,81 ; 	770 ; 	27,90 ; 	619 ; 	22,43 ; 	0 ; 	0 ; 	375 ; 	13,59 ; 	480 ; 	17,39 ; 	22 ; 	0,80 ; 	296 ; 	10,72 ; 	41 ; 	1,49 ; 	59 ; 	2,14 ; 	98 ; 	3,55 ; 	0 ; 	0 ;41785,550346956;41785,550346956;41785,550346956;41785,550346956
41600;Bezirk Urfahr-Umgebung               ;67.155; 	37.025 ; 	55,13 ; 	1.446 ; 	3,91 ; 	35.579 ; 	96,09 ; 	11.370 ; 	31,96 ; 	7.367 ; 	20,71 ; 	0 ; 	0 ; 	5.552 ; 	15,60 ; 	6.049 ; 	17,00 ; 	197 ; 	0,55 ; 	3.011 ; 	8,46 ; 	431 ; 	1,21 ; 	782 ; 	2,20 ; 	820 ; 	2,30 ; 	0 ; 	0 ;41784,6955171296;41784,6955171296;41785,5734123843;41785,5734123843
41601;Alberndorf in der Riedmark    ;3.162; 	1.587 ; 	50,19 ; 	79 ; 	4,98 ; 	1.508 ; 	95,02 ; 	525 ; 	34,81 ; 	266 ; 	17,64 ; 	0 ; 	0 ; 	304 ; 	20,16 ; 	185 ; 	12,27 ; 	11 ; 	0,73 ; 	102 ; 	6,76 ; 	32 ; 	2,12 ; 	31 ; 	2,06 ; 	52 ; 	3,45 ; 	0 ; 	0 ;41784,6720057523;41784,6720057523;41784,6720057523;41784,6720057523
41602;Altenberg bei Linz            ;3.583; 	1.870 ; 	52,19 ; 	106 ; 	5,67 ; 	1.764 ; 	94,33 ; 	725 ; 	41,10 ; 	286 ; 	16,21 ; 	0 ; 	0 ; 	261 ; 	14,80 ; 	249 ; 	14,12 ; 	8 ; 	0,45 ; 	148 ; 	8,39 ; 	33 ; 	1,87 ; 	23 ; 	1,30 ; 	31 ; 	1,76 ; 	0 ; 	0 ;41784,6376903125;41784,6376903125;41784,6376903125;41784,6376903125
41603;Bad Leonfelden                ;3.283; 	1.624 ; 	49,47 ; 	101 ; 	6,22 ; 	1.523 ; 	93,78 ; 	602 ; 	39,53 ; 	215 ; 	14,12 ; 	0 ; 	0 ; 	270 ; 	17,73 ; 	180 ; 	11,82 ; 	4 ; 	0,26 ; 	108 ; 	7,09 ; 	49 ; 	3,22 ; 	35 ; 	2,30 ; 	60 ; 	3,94 ; 	0 ; 	0 ;41784,5807995023;41784,5807995023;41784,5807995023;41784,5807995023
41604;Eidenberg                     ;1.677; 	831 ; 	49,55 ; 	39 ; 	4,69 ; 	792 ; 	95,31 ; 	353 ; 	44,57 ; 	123 ; 	15,53 ; 	0 ; 	0 ; 	86 ; 	10,86 ; 	114 ; 	14,39 ; 	5 ; 	0,63 ; 	56 ; 	7,07 ; 	13 ; 	1,64 ; 	17 ; 	2,15 ; 	25 ; 	3,16 ; 	0 ; 	0 ;41784,5978051736;41784,5978051736;41784,5978051736;41784,5978051736
41605;Engerwitzdorf                 ;6.972; 	3.191 ; 	45,77 ; 	123 ; 	3,85 ; 	3.068 ; 	96,15 ; 	718 ; 	23,40 ; 	675 ; 	22,00 ; 	0 ; 	0 ; 	635 ; 	20,70 ; 	615 ; 	20,05 ; 	14 ; 	0,46 ; 	237 ; 	7,72 ; 	33 ; 	1,08 ; 	76 ; 	2,48 ; 	65 ; 	2,12 ; 	0 ; 	0 ;41784,6888721875;41784,6888721875;41784,6888721875;41784,6888721875
41606;Feldkirchen an der Donau      ;4.370; 	2.355 ; 	53,89 ; 	81 ; 	3,44 ; 	2.274 ; 	96,56 ; 	643 ; 	28,28 ; 	579 ; 	25,46 ; 	0 ; 	0 ; 	401 ; 	17,63 ; 	305 ; 	13,41 ; 	57 ; 	2,51 ; 	179 ; 	7,87 ; 	10 ; 	0,44 ; 	39 ; 	1,72 ; 	61 ; 	2,68 ; 	0 ; 	0 ;41784,6372887731;41784,6372887731;41784,6372887731;41784,6372887731
41607;Gallneukirchen                ;4.994; 	2.310 ; 	46,26 ; 	112 ; 	4,85 ; 	2.198 ; 	95,15 ; 	496 ; 	22,57 ; 	595 ; 	27,07 ; 	0 ; 	0 ; 	276 ; 	12,56 ; 	517 ; 	23,52 ; 	2 ; 	0,09 ; 	181 ; 	8,23 ; 	27 ; 	1,23 ; 	65 ; 	2,96 ; 	39 ; 	1,77 ; 	0 ; 	0 ;41784,6881616551;41784,6881616551;41784,6950253819;41784,6950253819
41608;Goldwörth                     ;768; 	383 ; 	49,87 ; 	22 ; 	5,74 ; 	361 ; 	94,26 ; 	122 ; 	33,80 ; 	66 ; 	18,28 ; 	0 ; 	0 ; 	70 ; 	19,39 ; 	48 ; 	13,30 ; 	2 ; 	0,55 ; 	32 ; 	8,86 ; 	3 ; 	0,83 ; 	8 ; 	2,22 ; 	10 ; 	2,77 ; 	0 ; 	0 ;41784,529337581;41784,529337581;41784,529337581;41784,529337581
41609;Gramastetten                  ;4.003; 	1.880 ; 	46,96 ; 	66 ; 	3,51 ; 	1.814 ; 	96,49 ; 	697 ; 	38,42 ; 	341 ; 	18,80 ; 	0 ; 	0 ; 	268 ; 	14,77 ; 	278 ; 	15,33 ; 	6 ; 	0,33 ; 	148 ; 	8,16 ; 	16 ; 	0,88 ; 	36 ; 	1,98 ; 	24 ; 	1,32 ; 	0 ; 	0 ;41784,5955722222;41784,5955722222;41784,5955722222;41784,5955722222
41610;Haibach im Mühlkreis          ;719; 	381 ; 	52,99 ; 	20 ; 	5,25 ; 	361 ; 	94,75 ; 	149 ; 	41,27 ; 	79 ; 	21,88 ; 	0 ; 	0 ; 	46 ; 	12,74 ; 	47 ; 	13,02 ; 	0 ; 	0 ; 	20 ; 	5,54 ; 	4 ; 	1,11 ; 	4 ; 	1,11 ; 	12 ; 	3,32 ; 	0 ; 	0 ;41784,5536474537;41784,5536474537;41784,5536474537;41784,5536474537
41611;Hellmonsödt                   ;1.810; 	854 ; 	47,18 ; 	29 ; 	3,40 ; 	825 ; 	96,60 ; 	259 ; 	31,39 ; 	148 ; 	17,94 ; 	0 ; 	0 ; 	167 ; 	20,24 ; 	150 ; 	18,18 ; 	1 ; 	0,12 ; 	51 ; 	6,18 ; 	15 ; 	1,82 ; 	16 ; 	1,94 ; 	18 ; 	2,18 ; 	0 ; 	0 ;41784,5596985764;41784,5596985764;41784,5596985764;41784,5596985764
41612;Herzogsdorf                   ;2.021; 	1.025 ; 	50,72 ; 	46 ; 	4,49 ; 	979 ; 	95,51 ; 	426 ; 	43,51 ; 	158 ; 	16,14 ; 	0 ; 	0 ; 	178 ; 	18,18 ; 	103 ; 	10,52 ; 	6 ; 	0,61 ; 	64 ; 	6,54 ; 	12 ; 	1,23 ; 	15 ; 	1,53 ; 	17 ; 	1,74 ; 	0 ; 	0 ;41784,5958163542;41784,5958163542;41784,5958163542;41784,5958163542
41613;Kirchschlag bei Linz          ;1.658; 	899 ; 	54,22 ; 	21 ; 	2,34 ; 	878 ; 	97,66 ; 	292 ; 	33,26 ; 	166 ; 	18,91 ; 	0 ; 	0 ; 	133 ; 	15,15 ; 	146 ; 	16,63 ; 	8 ; 	0,91 ; 	86 ; 	9,79 ; 	11 ; 	1,25 ; 	21 ; 	2,39 ; 	15 ; 	1,71 ; 	0 ; 	0 ;41784,6759258912;41784,6759258912;41784,6759258912;41784,6759258912
41614;Lichtenberg                   ;2.162; 	1.187 ; 	54,90 ; 	41 ; 	3,45 ; 	1.146 ; 	96,55 ; 	368 ; 	32,11 ; 	219 ; 	19,11 ; 	0 ; 	0 ; 	147 ; 	12,83 ; 	228 ; 	19,90 ; 	4 ; 	0,35 ; 	134 ; 	11,69 ; 	17 ; 	1,48 ; 	11 ; 	0,96 ; 	18 ; 	1,57 ; 	0 ; 	0 ;41784,6251614236;41784,6251614236;41784,6421702199;41784,6421702199
41615;Oberneukirchen                ;2.584; 	1.163 ; 	45,01 ; 	50 ; 	4,30 ; 	1.113 ; 	95,70 ; 	440 ; 	39,53 ; 	174 ; 	15,63 ; 	0 ; 	0 ; 	176 ; 	15,81 ; 	172 ; 	15,45 ; 	1 ; 	0,09 ; 	87 ; 	7,82 ; 	15 ; 	1,35 ; 	19 ; 	1,71 ; 	29 ; 	2,61 ; 	0 ; 	0 ;41784,5860177893;41784,5860177893;41784,5860177893;41784,5860177893
41616;Ottenschlag im Mühlkreis      ;434; 	222 ; 	51,15 ; 	12 ; 	5,41 ; 	210 ; 	94,59 ; 	81 ; 	38,57 ; 	29 ; 	13,81 ; 	0 ; 	0 ; 	59 ; 	28,10 ; 	14 ; 	6,67 ; 	2 ; 	0,95 ; 	14 ; 	6,67 ; 	2 ; 	0,95 ; 	0 ; 	0 ; 	9 ; 	4,29 ; 	0 ; 	0 ;41784,53054375;41784,53054375;41784,53054375;41784,53054375
41617;Ottensheim                    ;3.578; 	1.849 ; 	51,68 ; 	59 ; 	3,19 ; 	1.790 ; 	96,81 ; 	502 ; 	28,04 ; 	347 ; 	19,39 ; 	0 ; 	0 ; 	223 ; 	12,46 ; 	449 ; 	25,08 ; 	12 ; 	0,67 ; 	147 ; 	8,21 ; 	14 ; 	0,78 ; 	67 ; 	3,74 ; 	29 ; 	1,62 ; 	0 ; 	0 ;41784,6246707986;41784,6246707986;41784,6758027431;41784,6758027431
41618;Puchenau                      ;3.744; 	1.714 ; 	45,78 ; 	38 ; 	2,22 ; 	1.676 ; 	97,78 ; 	431 ; 	25,72 ; 	374 ; 	22,32 ; 	0 ; 	0 ; 	227 ; 	13,54 ; 	371 ; 	22,14 ; 	9 ; 	0,54 ; 	180 ; 	10,74 ; 	14 ; 	0,84 ; 	47 ; 	2,80 ; 	23 ; 	1,37 ; 	0 ; 	0 ;41784,6955170949;41784,6955170949;41784,734346794;41784,734346794
41619;Reichenau im Mühlkreis        ;1.034; 	513 ; 	49,61 ; 	18 ; 	3,51 ; 	495 ; 	96,49 ; 	176 ; 	35,56 ; 	120 ; 	24,24 ; 	0 ; 	0 ; 	84 ; 	16,97 ; 	59 ; 	11,92 ; 	0 ; 	0 ; 	38 ; 	7,68 ; 	3 ; 	0,61 ; 	6 ; 	1,21 ; 	9 ; 	1,82 ; 	0 ; 	0 ;41784,5593642708;41784,5593642708;41784,5593642708;41784,5593642708
41620;Reichenthal                   ;1.186; 	547 ; 	46,12 ; 	28 ; 	5,12 ; 	519 ; 	94,88 ; 	261 ; 	50,29 ; 	93 ; 	17,92 ; 	0 ; 	0 ; 	70 ; 	13,49 ; 	52 ; 	10,02 ; 	6 ; 	1,16 ; 	30 ; 	5,78 ; 	1 ; 	0,19 ; 	2 ; 	0,39 ; 	4 ; 	0,77 ; 	0 ; 	0 ;41784,5810913542;41784,5810913542;41784,5810913542;41784,5810913542
41621;St.Gotthard im Mühlkreis      ;1.059; 	542 ; 	51,18 ; 	37 ; 	6,83 ; 	505 ; 	93,17 ; 	176 ; 	34,85 ; 	112 ; 	22,18 ; 	0 ; 	0 ; 	86 ; 	17,03 ; 	70 ; 	13,86 ; 	2 ; 	0,40 ; 	41 ; 	8,12 ; 	1 ; 	0,20 ; 	10 ; 	1,98 ; 	7 ; 	1,39 ; 	0 ; 	0 ;41784,5778187153;41784,5778187153;41784,5778187153;41784,5778187153
41622;Schenkenfelden                ;1.271; 	614 ; 	48,31 ; 	35 ; 	5,70 ; 	579 ; 	94,30 ; 	281 ; 	48,53 ; 	85 ; 	14,68 ; 	0 ; 	0 ; 	97 ; 	16,75 ; 	36 ; 	6,22 ; 	1 ; 	0,17 ; 	54 ; 	9,33 ; 	8 ; 	1,38 ; 	8 ; 	1,38 ; 	9 ; 	1,55 ; 	0 ; 	0 ;41784,5961996181;41784,5961996181;41784,5961996181;41784,5961996181
41623;Sonnberg im Mühlkreis         ;747; 	380 ; 	50,87 ; 	13 ; 	3,42 ; 	367 ; 	96,58 ; 	134 ; 	36,51 ; 	70 ; 	19,07 ; 	0 ; 	0 ; 	73 ; 	19,89 ; 	52 ; 	14,17 ; 	2 ; 	0,54 ; 	24 ; 	6,54 ; 	0 ; 	0 ; 	8 ; 	2,18 ; 	4 ; 	1,09 ; 	0 ; 	0 ;41784,5539925116;41784,5539925116;41784,5539925116;41784,5539925116
41624;Steyregg                      ;3.968; 	1.815 ; 	45,74 ; 	73 ; 	4,02 ; 	1.742 ; 	95,98 ; 	384 ; 	22,04 ; 	534 ; 	30,65 ; 	0 ; 	0 ; 	307 ; 	17,62 ; 	250 ; 	14,35 ; 	6 ; 	0,34 ; 	144 ; 	8,27 ; 	18 ; 	1,03 ; 	40 ; 	2,30 ; 	59 ; 	3,39 ; 	0 ; 	0 ;41784,6253674769;41784,6253674769;41784,6253674769;41784,6253674769
41625;Vorderweißenbach              ;1.664; 	861 ; 	51,74 ; 	38 ; 	4,41 ; 	823 ; 	95,59 ; 	424 ; 	51,52 ; 	118 ; 	14,34 ; 	0 ; 	0 ; 	120 ; 	14,58 ; 	63 ; 	7,65 ; 	1 ; 	0,12 ; 	40 ; 	4,86 ; 	25 ; 	3,04 ; 	10 ; 	1,22 ; 	22 ; 	2,67 ; 	0 ; 	0 ;41784,5918651273;41784,5918651273;41784,5918651273;41784,5918651273
41626;Walding                       ;3.300; 	1.608 ; 	48,73 ; 	56 ; 	3,48 ; 	1.552 ; 	96,52 ; 	435 ; 	28,03 ; 	445 ; 	28,67 ; 	0 ; 	0 ; 	209 ; 	13,47 ; 	279 ; 	17,98 ; 	9 ; 	0,58 ; 	94 ; 	6,06 ; 	13 ; 	0,84 ; 	40 ; 	2,58 ; 	28 ; 	1,80 ; 	0 ; 	0 ;41784,5783229514;41784,5783229514;41784,5823620718;41784,5823620718
41627;Zwettl an der Rodl            ;1.404; 	743 ; 	52,92 ; 	15 ; 	2,02 ; 	728 ; 	97,98 ; 	263 ; 	36,13 ; 	145 ; 	19,92 ; 	0 ; 	0 ; 	101 ; 	13,87 ; 	134 ; 	18,41 ; 	1 ; 	0,14 ; 	46 ; 	6,32 ; 	7 ; 	0,96 ; 	15 ; 	2,06 ; 	16 ; 	2,20 ; 	0 ; 	0 ;41784,590043206;41784,590043206;41784,590043206;41784,590043206
41699;Wahlkarten Urfahr-Umgebung               ;0; 	4.077 ; 	0 ; 	88 ; 	2,16 ; 	3.989 ; 	97,84 ; 	1.007 ; 	25,24 ; 	805 ; 	20,18 ; 	0 ; 	0 ; 	478 ; 	11,98 ; 	883 ; 	22,14 ; 	17 ; 	0,43 ; 	526 ; 	13,19 ; 	35 ; 	0,88 ; 	113 ; 	2,83 ; 	125 ; 	3,13 ; 	0 ; 	0 ;41785,5734121875;41785,5734121875;41785,5734121875;41785,5734121875
41700;Bezirk Vöcklabruck                   ;102.202; 	49.251 ; 	48,19 ; 	2.102 ; 	4,27 ; 	47.149 ; 	95,73 ; 	13.604 ; 	28,85 ; 	10.582 ; 	22,44 ; 	0 ; 	0 ; 	10.194 ; 	21,62 ; 	6.089 ; 	12,91 ; 	194 ; 	0,41 ; 	3.561 ; 	7,55 ; 	773 ; 	1,64 ; 	790 ; 	1,68 ; 	1.362 ; 	2,89 ; 	0 ; 	0 ;41784,6875895486;41784,6875895486;41785,5060127662;41785,5060127662
41701;Ampflwang im Hausruckwald     ;2.731; 	1.159 ; 	42,44 ; 	62 ; 	5,35 ; 	1.097 ; 	94,65 ; 	200 ; 	18,23 ; 	448 ; 	40,84 ; 	0 ; 	0 ; 	248 ; 	22,61 ; 	81 ; 	7,38 ; 	5 ; 	0,46 ; 	43 ; 	3,92 ; 	17 ; 	1,55 ; 	12 ; 	1,09 ; 	43 ; 	3,92 ; 	0 ; 	0 ;41784,6604939815;41784,6604939815;41784,6604939815;41784,6604939815
41702;Attersee                      ;1.313; 	597 ; 	45,47 ; 	16 ; 	2,68 ; 	581 ; 	97,32 ; 	170 ; 	29,26 ; 	121 ; 	20,83 ; 	0 ; 	0 ; 	85 ; 	14,63 ; 	117 ; 	20,14 ; 	1 ; 	0,17 ; 	64 ; 	11,02 ; 	3 ; 	0,52 ; 	12 ; 	2,07 ; 	8 ; 	1,38 ; 	0 ; 	0 ;41784,6840235764;41784,6840235764;41784,6840235764;41784,6840235764
41703;Attnang-Puchheim              ;6.105; 	2.597 ; 	42,54 ; 	101 ; 	3,89 ; 	2.496 ; 	96,11 ; 	406 ; 	16,27 ; 	863 ; 	34,58 ; 	0 ; 	0 ; 	644 ; 	25,80 ; 	269 ; 	10,78 ; 	4 ; 	0,16 ; 	138 ; 	5,53 ; 	42 ; 	1,68 ; 	46 ; 	1,84 ; 	84 ; 	3,37 ; 	0 ; 	0 ;41784,6652748495;41784,6652748495;41784,6875019329;41784,6875019329
41704;Atzbach                       ;931; 	495 ; 	53,17 ; 	25 ; 	5,05 ; 	470 ; 	94,95 ; 	213 ; 	45,32 ; 	44 ; 	9,36 ; 	0 ; 	0 ; 	98 ; 	20,85 ; 	55 ; 	11,70 ; 	2 ; 	0,43 ; 	24 ; 	5,11 ; 	20 ; 	4,26 ; 	6 ; 	1,28 ; 	8 ; 	1,70 ; 	0 ; 	0 ;41784,6275944792;41784,6275944792;41784,6275944792;41784,6275944792
41705;Aurach am Hongar              ;1.313; 	596 ; 	45,39 ; 	39 ; 	6,54 ; 	557 ; 	93,46 ; 	155 ; 	27,83 ; 	123 ; 	22,08 ; 	0 ; 	0 ; 	162 ; 	29,08 ; 	54 ; 	9,69 ; 	5 ; 	0,90 ; 	26 ; 	4,67 ; 	6 ; 	1,08 ; 	11 ; 	1,97 ; 	15 ; 	2,69 ; 	0 ; 	0 ;41784,6719609954;41784,6719609954;41784,6719609954;41784,6719609954
41706;Berg im Attergau              ;789; 	375 ; 	47,53 ; 	22 ; 	5,87 ; 	353 ; 	94,13 ; 	204 ; 	57,79 ; 	38 ; 	10,76 ; 	0 ; 	0 ; 	60 ; 	17,00 ; 	29 ; 	8,22 ; 	0 ; 	0 ; 	18 ; 	5,10 ; 	1 ; 	0,28 ; 	2 ; 	0,57 ; 	1 ; 	0,28 ; 	0 ; 	0 ;41784,5264809375;41784,5264809375;41784,5264809375;41784,5264809375
41707;Desselbrunn                   ;1.394; 	610 ; 	43,76 ; 	37 ; 	6,07 ; 	573 ; 	93,93 ; 	191 ; 	33,33 ; 	136 ; 	23,73 ; 	0 ; 	0 ; 	123 ; 	21,47 ; 	56 ; 	9,77 ; 	2 ; 	0,35 ; 	40 ; 	6,98 ; 	7 ; 	1,22 ; 	7 ; 	1,22 ; 	11 ; 	1,92 ; 	0 ; 	0 ;41784,5670738773;41784,5670738773;41784,5670738773;41784,5670738773
41708;Fornach                       ;757; 	345 ; 	45,57 ; 	31 ; 	8,99 ; 	314 ; 	91,01 ; 	139 ; 	44,27 ; 	25 ; 	7,96 ; 	0 ; 	0 ; 	83 ; 	26,43 ; 	27 ; 	8,60 ; 	0 ; 	0 ; 	17 ; 	5,41 ; 	12 ; 	3,82 ; 	4 ; 	1,27 ; 	7 ; 	2,23 ; 	0 ; 	0 ;41784,5822969907;41784,5822969907;41784,5822969907;41784,5822969907
41709;Frankenburg am Hausruck       ;3.957; 	1.938 ; 	48,98 ; 	135 ; 	6,97 ; 	1.803 ; 	93,03 ; 	436 ; 	24,18 ; 	467 ; 	25,90 ; 	0 ; 	0 ; 	511 ; 	28,34 ; 	166 ; 	9,21 ; 	9 ; 	0,50 ; 	113 ; 	6,27 ; 	18 ; 	1,00 ; 	31 ; 	1,72 ; 	52 ; 	2,88 ; 	0 ; 	0 ;41784,6617207986;41784,6617207986;41784,6617207986;41784,6617207986
41710;Frankenmarkt                  ;2.780; 	1.127 ; 	40,54 ; 	64 ; 	5,68 ; 	1.063 ; 	94,32 ; 	345 ; 	32,46 ; 	199 ; 	18,72 ; 	0 ; 	0 ; 	248 ; 	23,33 ; 	117 ; 	11,01 ; 	5 ; 	0,47 ; 	74 ; 	6,96 ; 	25 ; 	2,35 ; 	18 ; 	1,69 ; 	32 ; 	3,01 ; 	0 ; 	0 ;41784,6616119213;41784,6616119213;41785,3688476505;41785,3688476505
41711;Gampern                       ;2.171; 	953 ; 	43,90 ; 	56 ; 	5,88 ; 	897 ; 	94,12 ; 	290 ; 	32,33 ; 	178 ; 	19,84 ; 	0 ; 	0 ; 	178 ; 	19,84 ; 	125 ; 	13,94 ; 	5 ; 	0,56 ; 	68 ; 	7,58 ; 	19 ; 	2,12 ; 	14 ; 	1,56 ; 	20 ; 	2,23 ; 	0 ; 	0 ;41784,6774372338;41784,6774372338;41784,6779106481;41784,6779106481
41712;Innerschwand                  ;884; 	373 ; 	42,19 ; 	17 ; 	4,56 ; 	356 ; 	95,44 ; 	203 ; 	57,02 ; 	29 ; 	8,15 ; 	0 ; 	0 ; 	56 ; 	15,73 ; 	34 ; 	9,55 ; 	1 ; 	0,28 ; 	22 ; 	6,18 ; 	3 ; 	0,84 ; 	3 ; 	0,84 ; 	5 ; 	1,40 ; 	0 ; 	0 ;41784,6153293634;41784,6153293634;41784,6153293634;41784,6153293634
41713;Lenzing                       ;4.004; 	1.770 ; 	44,21 ; 	80 ; 	4,52 ; 	1.690 ; 	95,48 ; 	159 ; 	9,41 ; 	665 ; 	39,35 ; 	0 ; 	0 ; 	500 ; 	29,59 ; 	153 ; 	9,05 ; 	6 ; 	0,36 ; 	101 ; 	5,98 ; 	14 ; 	0,83 ; 	31 ; 	1,83 ; 	61 ; 	3,61 ; 	0 ; 	0 ;41784,6558997338;41784,6558997338;41784,6558997338;41784,6558997338
41714;Manning                       ;664; 	329 ; 	49,55 ; 	10 ; 	3,04 ; 	319 ; 	96,96 ; 	114 ; 	35,74 ; 	54 ; 	16,93 ; 	0 ; 	0 ; 	54 ; 	16,93 ; 	50 ; 	15,67 ; 	1 ; 	0,31 ; 	25 ; 	7,84 ; 	7 ; 	2,19 ; 	3 ; 	0,94 ; 	11 ; 	3,45 ; 	0 ; 	0 ;41784,5352773495;41784,5352773495;41784,5352773495;41784,5352773495
41715;Mondsee                       ;2.478; 	835 ; 	33,70 ; 	19 ; 	2,28 ; 	816 ; 	97,72 ; 	278 ; 	34,07 ; 	131 ; 	16,05 ; 	0 ; 	0 ; 	148 ; 	18,14 ; 	110 ; 	13,48 ; 	6 ; 	0,74 ; 	102 ; 	12,50 ; 	10 ; 	1,23 ; 	11 ; 	1,35 ; 	20 ; 	2,45 ; 	0 ; 	0 ;41784,6704876968;41784,6704876968;41784,6704876968;41784,6704876968
41716;Neukirchen an der Vöckla      ;2.075; 	961 ; 	46,31 ; 	42 ; 	4,37 ; 	919 ; 	95,63 ; 	294 ; 	31,99 ; 	159 ; 	17,30 ; 	0 ; 	0 ; 	231 ; 	25,14 ; 	118 ; 	12,84 ; 	3 ; 	0,33 ; 	59 ; 	6,42 ; 	29 ; 	3,16 ; 	11 ; 	1,20 ; 	15 ; 	1,63 ; 	0 ; 	0 ;41784,659943831;41784,659943831;41784,6761397801;41784,6761397801
41717;Niederthalheim                ;821; 	467 ; 	56,88 ; 	31 ; 	6,64 ; 	436 ; 	93,36 ; 	179 ; 	41,06 ; 	51 ; 	11,70 ; 	0 ; 	0 ; 	113 ; 	25,92 ; 	50 ; 	11,47 ; 	1 ; 	0,23 ; 	21 ; 	4,82 ; 	2 ; 	0,46 ; 	4 ; 	0,92 ; 	15 ; 	3,44 ; 	0 ; 	0 ;41784,5479947569;41784,5479947569;41784,5479947569;41784,5479947569
41718;Nußdorf am Attersee           ;910; 	426 ; 	46,81 ; 	16 ; 	3,76 ; 	410 ; 	96,24 ; 	160 ; 	39,02 ; 	42 ; 	10,24 ; 	0 ; 	0 ; 	98 ; 	23,90 ; 	50 ; 	12,20 ; 	1 ; 	0,24 ; 	31 ; 	7,56 ; 	4 ; 	0,98 ; 	3 ; 	0,73 ; 	21 ; 	5,12 ; 	0 ; 	0 ;41784,5337433218;41784,5337433218;41784,5337433218;41784,5337433218
41719;Oberhofen am Irrsee           ;1.185; 	540 ; 	45,57 ; 	24 ; 	4,44 ; 	516 ; 	95,56 ; 	222 ; 	43,02 ; 	90 ; 	17,44 ; 	0 ; 	0 ; 	81 ; 	15,70 ; 	43 ; 	8,33 ; 	1 ; 	0,19 ; 	43 ; 	8,33 ; 	14 ; 	2,71 ; 	6 ; 	1,16 ; 	16 ; 	3,10 ; 	0 ; 	0 ;41784,5923928588;41784,5923928588;41784,5923928588;41784,5923928588
41720;Oberndorf bei Schwanenstadt   ;1.150; 	523 ; 	45,48 ; 	20 ; 	3,82 ; 	503 ; 	96,18 ; 	120 ; 	23,86 ; 	120 ; 	23,86 ; 	0 ; 	0 ; 	162 ; 	32,21 ; 	53 ; 	10,54 ; 	3 ; 	0,60 ; 	29 ; 	5,77 ; 	3 ; 	0,60 ; 	5 ; 	0,99 ; 	8 ; 	1,59 ; 	0 ; 	0 ;41784,5776878819;41784,5776878819;41784,5776878819;41784,5776878819
41721;Oberwang                      ;1.271; 	544 ; 	42,80 ; 	23 ; 	4,23 ; 	521 ; 	95,77 ; 	303 ; 	58,16 ; 	21 ; 	4,03 ; 	0 ; 	0 ; 	117 ; 	22,46 ; 	33 ; 	6,33 ; 	1 ; 	0,19 ; 	16 ; 	3,07 ; 	4 ; 	0,77 ; 	4 ; 	0,77 ; 	22 ; 	4,22 ; 	0 ; 	0 ;41784,556459919;41784,556459919;41784,556459919;41784,556459919
41722;Ottnang am Hausruck           ;3.068; 	1.176 ; 	38,33 ; 	57 ; 	4,85 ; 	1.119 ; 	95,15 ; 	305 ; 	27,26 ; 	269 ; 	24,04 ; 	0 ; 	0 ; 	250 ; 	22,34 ; 	114 ; 	10,19 ; 	7 ; 	0,63 ; 	70 ; 	6,26 ; 	41 ; 	3,66 ; 	18 ; 	1,61 ; 	45 ; 	4,02 ; 	0 ; 	0 ;41784,5608689815;41784,5608689815;41784,5608689815;41784,5608689815
